tweet_id,screen_name,utc_date,pacific_time,source,favorites,retweets,lang,text,quote,place,latitude,longitude,media_type,media,tweet_type,original_tweet_id
1225357220503789568,stccare_ksa,2020-02-06T09:55:02.000Z,"2/6/2020, 1:55:02 AM",Genesys Social Engagement.,0,0,ar,"@a36j مرحباً بك
الرجاء المتابعة معنا عبر الأيقونة التالية
شكراً لتواصلك معنا
https://t.co/8cd5h6bWrj",,,,,,,reply,
1225357066828763137,salehalsahlan,2020-02-06T09:54:25.000Z,"2/6/2020, 1:54:25 AM",Twitter for Android,0,11,ar,"RT @areeedh1 : أهالي حي عريض بجنوب الرياض يعانون من سوء ضعف شبكة الاتصالات السعودية وسبق وطالبنا ولكن لا مجيب؟ على الرغم من النهضة العمرانية والتقدم التكنولوجي الذي تعيشه بلادنا هذه الأيام!

ياليت تتكرموا ويكون هناك جوله من قبل هيئة الاتصالات لقياس قوة الاشارة في الحي ..

@CITC_SA @stc_ksa https://t.co/Xl0rd76aWj",,,,,,,retweet,1225356930673205248
1225356985425522689,tascamteac,2020-02-06T09:54:06.000Z,"2/6/2020, 1:54:06 AM",Twitter for iPhone,0,0,ja,@stc_yuzcha 気安くおめでとうといえないクソ現場ばかりですけど(苦笑)お互いに生き抜いて行きましょう！( ´ ▽ ` ),,,,,,,reply,
1225356930673205248,areeedh1,2020-02-06T09:53:52.000Z,"2/6/2020, 1:53:52 AM",Twitter for iPhone,10,11,ar,"أهالي حي عريض بجنوب الرياض يعانون من سوء ضعف شبكة الاتصالات السعودية وسبق وطالبنا ولكن لا مجيب؟ على الرغم من النهضة العمرانية والتقدم التكنولوجي الذي تعيشه بلادنا هذه الأيام!

ياليت تتكرموا ويكون هناك جوله من قبل هيئة الاتصالات لقياس قوة الاشارة في الحي ..

@CITC_SA @stc_ksa https://t.co/Xl0rd76aWj",,,,,photo,https://pbs.twimg.com/media/EQFXoJdVUAUq6eW.jpg ,tweet,
1225356914709712896,Khaled04417606,2020-02-06T09:53:49.000Z,"2/6/2020, 1:53:49 AM",Twitter for iPhone,0,0,ar,@stc_ksa للاسف شركة الاتصالات السعوديه اكل فلوس موبايلي لديها عرض ممتاز,,,,,,,reply,
1225356856304062465,samanews_q8,2020-02-06T09:53:35.000Z,"2/6/2020, 1:53:35 AM",Twitter Web App,1,1,ar,"الليلة قمة الجولة الثالثة عشر من #دوري_stc للدرجة الممتازة لكرة القدم 
المباراة الحاسمة بين ⚔️🔥
.
الكويت 🆚 القادسية 
⌚️6:00 م 🏟 نادي الكويت https://t.co/52xF7lSKNR",,,,,photo,https://pbs.twimg.com/media/EQFXj_-UcAAUv6i.jpg ,tweet,
1225356847353356289,TamNt7,2020-02-06T09:53:33.000Z,"2/6/2020, 1:53:33 AM",Twitter for iPhone,0,0,ar,"@SG1YT نبي اليافSTC
الاتصالات المتكاملة ماتصلح للالعاب",,,,,,,reply,
1225356789354508293,jawwy,2020-02-06T09:53:19.000Z,"2/6/2020, 1:53:19 AM",Lithium Tech.,0,0,ar,"@zamil999999 هلا فيك أخوي في جوّي من STC تسعدنا خدمتك.  
يا ليت تتواصل معنا على الخاص لخدمتك بشكل افضل؟",,,,,,,reply,
1225356741933588480,deedbrha,2020-02-06T09:53:07.000Z,"2/6/2020, 1:53:07 AM",Twitter Web App,0,8,en,"RT @chacharylle : miss how in STC if it rains, there's no lates 😔",,,,,,,retweet,1225191886115131392
1225356652116770817,rannigeraldin,2020-02-06T09:52:46.000Z,"2/6/2020, 1:52:46 AM",Twitter for iPhone,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225356537792811008,FarisSalahat,2020-02-06T09:52:19.000Z,"2/6/2020, 1:52:19 AM",Twitter for Android,0,0,en,"6 feb 2020 at 12:50PM
#8020app #stc_بلاسمنة 
@80_20app @MohammadAidi https://t.co/uH6UHxnRgU",,,,,photo,https://pbs.twimg.com/media/EQFXRZlUwAEZ69y.jpg ,tweet,
1225356510995210243,0lllQ,2020-02-06T09:52:12.000Z,"2/6/2020, 1:52:12 AM",Twitter for iPhone,0,0,ar,"@stccare_ksa 
@CITC_withU
ياهيئة الاتصالات ولا مره اشتكيت وخذيت فايده شوفولي حل انا مشترك الياف بصريه 160 ريال عند stc واول اسبوع سددت 80 ريال الحين لي 30 يوم تجي فاتوره 196 حق ايش ارسلهم",,,,,,,tweet,
1225356500433948673,stc_yuzcha,2020-02-06T09:52:10.000Z,"2/6/2020, 1:52:10 AM",Twitter Web App,4,0,ja,本当はこのスクショを載せてもらいたかったんだけど諸事情で無理でした☺️ https://t.co/PbUm9WwtPa,,,,,photo,https://pbs.twimg.com/media/EQFXPSkU4AIRLGo.jpg https://pbs.twimg.com/media/EQFXPTYUYAUkOyo.jpg ,tweet,
1225356326504558592,sashimiisalmon,2020-02-06T09:51:28.000Z,"2/6/2020, 1:51:28 AM",Twitter for iPhone,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225356199228514305,ssalharbi000,2020-02-06T09:50:58.000Z,"2/6/2020, 1:50:58 AM",Twitter for iPhone,0,0,ar,"@stc_ksa السلام عليكم ورحمة الله وبركاته 
بالنسبة للجهاز اللي يدعم شريحتين اتصال هل يقبل تطبيقين لـ ماي اس تي سي ؟
او تطبيق واحد اقدر اضيف جميع الارقام ؟
علماً بأن الارقام ليست كلها بإسمي",,,,,,,reply,
1225356157377826816,fah8512,2020-02-06T09:50:48.000Z,"2/6/2020, 1:50:48 AM",Twitter for iPhone,1,0,ar,@albashrish رايك بسهم stc علي ب ٩٩ لوين رايح,,,,,,,reply,
1225356083449016321,fah8512,2020-02-06T09:50:30.000Z,"2/6/2020, 1:50:30 AM",Twitter for iPhone,1,0,ar,@albashrish رايك بسهم stc,,,,,,,reply,
1225355878892634112,stc_yuzcha,2020-02-06T09:49:42.000Z,"2/6/2020, 1:49:42 AM",Twitter Web App,1,0,ja,@tascamteac 頼まれるがままに作業してたらいつの間にやらという感じです……ｗ　人生何があるのかわからない👴,,,,,,,reply,
1225355866880249856,shoo3823,2020-02-06T09:49:39.000Z,"2/6/2020, 1:49:39 AM",Twitter for Android,0,0,ar,@stc_ksa الف مبروك,,,,,,,reply,
1225355789369511936,yasooory_111,2020-02-06T09:49:20.000Z,"2/6/2020, 1:49:20 AM",Twitter for Android,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225355759887585280,21kimjongdaee,2020-02-06T09:49:13.000Z,"2/6/2020, 1:49:13 AM",Twitter for Android,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225355728208134144,AndGrsim,2020-02-06T09:49:06.000Z,"2/6/2020, 1:49:06 AM",IFTTT,0,0,en,"Deal #3069 STC-1000 220V Digital Temperature Controller LED Temperature Regulator Thermostat for Incubator Relay 10A Heating and Cooling | Fashion Deals Style Ohio State Camille Claudel Gift ⌚ Feb,06,2020 09:49:04 AM https://t.co/vsU68XP8A5",,,,,photo,https://pbs.twimg.com/media/EQFWipTW4AQ6hFF.jpg ,tweet,
1225355724500303874,unseenll,2020-02-06T09:49:05.000Z,"2/6/2020, 1:49:05 AM",Twitter for Android,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225355675565461504,z8VnQRThXblRyVF,2020-02-06T09:48:53.000Z,"2/6/2020, 1:48:53 AM",Twitter for Android,0,114,ar,"RT @Queen___ahmed : @stcpay_ksa سلام عليكم ورحمه الله وبركاته

كيف حالكم stc pay

 ماهو رأيكم تقيمون مسابقه عن اجمل صوت لحفظة القرآن الكريم 

#الافراد19 

#سراقب 

#نقاط_الكيميا_وقلة_الاحتياج",,,,,,,retweet,1225171360445599745
1225355614068576256,Zamarski,2020-02-06T09:48:39.000Z,"2/6/2020, 1:48:39 AM",Twitter Web App,0,4,en,"RT @Esteesians : Between 1798 and 1799 STC made some notes on scansion. Teaching Charlotte Smith recently, my students and I determined that the hyphenate “ship-lights” was a spondee; I’m glad to see Coleridge thinks the “dark-red” is also a spondee. “Helvellin” both Amphimacer &amp; Antibacchium. https://t.co/qPtpzZdSC9",,,,,,,retweet,1225345443296665601
1225355553238503425,Hypermarttegal,2020-02-06T09:48:24.000Z,"2/6/2020, 1:48:24 AM",Twitter for Android,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225355528882143232,musiclover_stc,2020-02-06T09:48:18.000Z,"2/6/2020, 1:48:18 AM",Twitter for Android,1,0,ja,@reiko72314296 (ﾉｼ 'ω')ﾉｼ ﾊﾞﾝﾊﾞﾝですよね！,,,,,,,reply,
1225355506136616960,Rs104Rs,2020-02-06T09:48:13.000Z,"2/6/2020, 1:48:13 AM",Twitter for Android,0,25,es,"RT @JesusFamilex : STC 28/1/2020: declara la inconstitucionalidad y nulidad del artículo 454 bis.1, párrafo primero, de la LEC, en la redacción dada por la Ley 37/2011, de 10 de octubre, de medidas de agilización procesal.@comunicacioicab .@MariaEugeniaGay 
https://t.co/moeOxe1PQB",,,,,,,retweet,1225141816430907393
1225355494195376129,claudosky,2020-02-06T09:48:10.000Z,"2/6/2020, 1:48:10 AM",Twitter Web App,0,49,en,"RT @siemensindustry : Downtime is the enemy of #productivity, especially in automotive #mfg with its dependencies in production lines. Industrial Edge provides quick analysis right on the shop floor and feeds all relevant data to overlaying IT systems. Learn more: https://t.co/PSEhGHoO5p https://t.co/jwzp1rZwiy",,,,,,,retweet,1201438697545179137
1225355205639888897,stc_kwt,2020-02-06T09:47:01.000Z,"2/6/2020, 1:47:01 AM",Twitter for iPhone,2,1,ar,"جانب من ماراثون
 Beinspired Road Run 2020 
المقام في المروج برعاية stc لدعم وتشجيع المجتمع لممارسة الرياضة والحفاظ على نمط حياة صحي. https://t.co/qnNqZN6JB9",,,,,video,https://video.twimg.com/ext_tw_video/1225355071891705863/pu/vid/480x270/NeZVvBxVZR6soVwK.mp4?tag=10 ,tweet,
1225355166519566337,COYG89,2020-02-06T09:46:52.000Z,"2/6/2020, 1:46:52 AM",Twitter for Android,0,0,ar,"ادق علي الموظفة و تقولي عندنا لك عرض و انت عميل مميز ، ادش الموقع و انصدم إن نفس العرض بالموقع يفرق 3 دنانير ..  

شكرا فيفا على عدم المصداقية @stc_kwt",,,,,,,tweet,
1225355107501371392,stc_lp,2020-02-06T09:46:38.000Z,"2/6/2020, 1:46:38 AM",Twitter for iPhone,1,0,ja,@yami1984go 根っこ！,,,,,,,reply,
1225355083837128709,5pilarId,2020-02-06T09:46:32.000Z,"2/6/2020, 1:46:32 AM",Twitter for Android,0,0,in,"JELAS-JELAS MENIPU, lelaki berambut pirang ini tidak mau meminta maaf, apalagi mengaku! Padahal, akun Twitter @jjprofileid melihat oknum yang sempat bekerja di McD STC Senayan. 

#oknum #McDonald #McDonalds #McD #indonesia #trending https://t.co/kJIdnHkCgH",,,,,video,https://video.twimg.com/ext_tw_video/1225354985447120896/pu/vid/640x640/KN2KRwPV7ieb7CLh.mp4?tag=10 ,tweet,
1225355069471719425,mz_ma82,2020-02-06T09:46:29.000Z,"2/6/2020, 1:46:29 AM",Twitter for iPhone,0,17,ar,"RT @mohammadshoweir : @stcpay_ksa ▪️للأسف يا STC انحطاط وسفول يعكس أخلاق القائمين على قسم الدعاية والإعلان
أهذه هي رسالتكم ورؤيتكم مع شعاركم الجديد؟!
رقص وحركات سخيفة وقلة حياء
لكن العتب ليس عليكم، بل على من يجاريكم في #تحدي_رقصة_الراتب ويقبل أن تستخفوا بعقله

⛔️لكن... 👇هذه الحركة التي تناسبكم https://t.co/Dh9MKVxSZN",,,,,,,retweet,1225268102251851779
1225355060374376448,r7kjj,2020-02-06T09:46:27.000Z,"2/6/2020, 1:46:27 AM",Twitter for iPhone,0,971,ar,"RT @stc_ksa : باقة بيتي فايبر 100ميجا 📡🏡
كانت بـ 250ريال وصارت بـ 160ريال شهرياً🗓
لو اشتركت في الباقة
وشو أكثر شي راح تستخدم فيه النت بالبيت؟🤔
شاركنا إجابتك على #انترنت_بيتي_لامحدود
عشان تدخل السحب على Samsung Galaxy Fold 📱
للمزيد:
 https://t.co/NV2xtjl7UU https://t.co/KhSbZ2xq9U",,,,,,,retweet,1222188649724416000
1225355000966070272,lapi_stc,2020-02-06T09:46:12.000Z,"2/6/2020, 1:46:12 AM",Twitter for Android,4,0,ja,"さゆさん
#サと打って出たものがバレンタインにもらえるらしい",,,,,,,tweet,
1225354997392715776,MR_Kojy1118,2020-02-06T09:46:12.000Z,"2/6/2020, 1:46:12 AM",Twitter for Android,0,32,ja,"RT @ReaderStore_JP : 【 #園都 最新デジタル写真集を全員にプレゼント】グラビア好きに届け！めっちゃととのうよッ！🌿♨
チェキプレゼントも実施中✨
ソニーの電子書店 #ReaderStore
　
☆詳細はコチラ☆
　 https://t.co/gVVZNZKPty 
#グラビア #サウナ  
@sono_miyako 
@ReaderStore_JP https://t.co/uajn74NEJy",,,,,,,retweet,1159698979124199426
1225354977931153408,jdaan7,2020-02-06T09:46:07.000Z,"2/6/2020, 1:46:07 AM",Twitter for iPhone,0,8,ar,"RT @Lordalkhobar : فعالية winter wonderland #البحرين تقيمها شركة الاتصالات بجانب برج Stc بضاحية السيف
حلبة تزلج - ملاهي للكبار والصغار - ساحة مطاعم فود ترك
• تستمر حتى ٢٢ فبراير ٢٠٢٠
• يومياً من ٥م حتى ١٢ص
• الدخول مجاناً لعملاء Stc البحرين والسعودية ولغيرهم ١ دب
#سناب_لوردالخبر #سياحة_بحرينية https://t.co/IRnzAIKn8o",,,,,,,retweet,1223684613249347585
1225354917117751296,reiko72314296,2020-02-06T09:45:52.000Z,"2/6/2020, 1:45:52 AM",Twitter for iPhone,1,0,ja,@musiclover_stc 500円握りしめて店員さん呼びたくなる🥺,,,,,,,reply,
1225354911078080513,qRVJ503YMsRuD7s,2020-02-06T09:45:51.000Z,"2/6/2020, 1:45:51 AM",Twitter for Android,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225354862637940737,lapi_stc,2020-02-06T09:45:39.000Z,"2/6/2020, 1:45:39 AM",Twitter for Android,0,2,und,RT @tyaba_ababba : #新しいプロフィール画像 https://t.co/XaQFpL0yHf,,,,,photo,https://pbs.twimg.com/media/EQCs390UUAEGELh.jpg ,retweet,1225169179352764416
1225354858422816769,saleh_mrson,2020-02-06T09:45:38.000Z,"2/6/2020, 1:45:38 AM",Twitter for iPhone,0,6,ar,"RT @DiwanQadsawi : #شكراً لـ يوسف الكندري عضو المكتب التنفيذي في #ديوان_قدساوي على دعمه وتوفير أعلام #القادسية في مباراة اليوم والتي تجمع #القادسيه_الكويت ضمن دوري stc الممتاز.
@ashahbander89 https://t.co/gcuVwy2Q1y",,,,,,,retweet,1225345626805764096
1225354853570031616,Wordsworthians,2020-02-06T09:45:37.000Z,"2/6/2020, 1:45:37 AM",TweetDeck,0,4,en,"RT @Esteesians : Between 1798 and 1799 STC made some notes on scansion. Teaching Charlotte Smith recently, my students and I determined that the hyphenate “ship-lights” was a spondee; I’m glad to see Coleridge thinks the “dark-red” is also a spondee. “Helvellin” both Amphimacer &amp; Antibacchium. https://t.co/qPtpzZdSC9",,,,,,,retweet,1225345443296665601
1225354770115895296,A3zefAziz,2020-02-06T09:45:17.000Z,"2/6/2020, 1:45:17 AM",Twitter for iPhone,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225354766324322305,uFHVmzzUarHwnYe,2020-02-06T09:45:16.000Z,"2/6/2020, 1:45:16 AM",Twitter for Android,0,0,und,@khalideghaither @monakurdi stc حلوه,,,,,,,reply,
1225354719134175232,STC_Schweiz,2020-02-06T09:45:05.000Z,"2/6/2020, 1:45:05 AM",Hootsuite Inc.,0,0,de,"«Sie haben alles weggeschnitten – das Loch ist so klein, da passt gerade noch ein Reiskorn durch.» Die @azmedien berichten über Genitalverstümmelung bei Frauen: https://t.co/FYR8NfEO60",,,,,,,tweet,
1225354656857149440,alabdleNEWS,2020-02-06T09:44:50.000Z,"2/6/2020, 1:44:50 AM",Twitter for iPhone,0,0,ar,"الليلة ضمن #دوري_Stc ⚽️

القادسية ❌ الكويت

الساعة : 6 مساءً

إستاد نادي الكويت بـ كيفان

ستشهد المباراة إعتزال مهاجم القادسية

سعود المجمد

#القادسيه_الكويت #الكويت_القادسية #العبدلي_نيوز https://t.co/SZiDuiXrLk",,,,,photo,https://pbs.twimg.com/media/EQFVjyIVUAE-sXG.jpg https://pbs.twimg.com/media/EQFVjyKUUAItFsS.jpg ,tweet,
1225354628524466176,lapi_stc,2020-02-06T09:44:44.000Z,"2/6/2020, 1:44:44 AM",Twitter for Android,0,23,ja,"RT @nnpe_ : 冬コミで瑠夏珊瑚カップリングの本を出すつもりなので、少しでもるかさんごの良さを知ってほしくて魅力を書きました！是非るかさんごの良さを知ってください！！！
#リステ #るかさんご #今日のるかさんご https://t.co/SOzoEtcTmO",,,,,photo,https://pbs.twimg.com/media/EB8wBFmUcAE0fZt.jpg ,retweet,1161700488582012928
1225354579048632321,whiteangell122,2020-02-06T09:44:32.000Z,"2/6/2020, 1:44:32 AM",Twitter for iPhone,0,8,ar,"RT @stcpay_ksa : ألف مبروووك للفائز الخامس في #تحدي_رقصة_الراتب 👾🕺👏🏻

ياليت تزودنا برقمك المسجل في stc pay 🙏🏻 https://t.co/2uWYB3Q6sD",,,,,,,retweet,1225162547420188672
1225354575957368833,salehaljeemaz,2020-02-06T09:44:31.000Z,"2/6/2020, 1:44:31 AM",Twitter for iPhone,0,4,ar,"RT @salehaljeemaz : لاعبين القادسيه .. 
مباراة اليوم جدام الكويت مباراة ""شبه نهائي"" و لقاء الحسم !  ، و المواجهه الي تحدد بطل الدوري ! .. طالبينكم يا رجال الأصفر نبي الفوز 💛 

#القادسيه_الكويت 
#دوري_stc 
#الزعيم_الملكي",,,,,,,retweet,1225311281034485760
1225354489428836352,BindayelA,2020-02-06T09:44:10.000Z,"2/6/2020, 1:44:10 AM",Twitter for iPhone,0,0,ar,@MUGAFRIII @stc_ksa @stccare_ksa @Amanatalriyadh @Amana940 @alnarjs_Distric @Salnrjs2019 تواصل مع علي بن حمري وراح يحل كل مشاكلكم انتم قحطان,,,,,,,reply,
1225354472160817153,YondaimeGelo,2020-02-06T09:44:06.000Z,"2/6/2020, 1:44:06 AM",Twitter for Android,1,0,tl,sino gusto 4 ticks sa stc dm me nalang,,,,,,,tweet,
1225354462509682688,musiclover_stc,2020-02-06T09:44:04.000Z,"2/6/2020, 1:44:04 AM",Twitter for Android,8,0,ja,"とりあえず、
頭冷やす‼️ええ。頭をね！！ https://t.co/f8RsZKlXpM",,,,,photo,https://pbs.twimg.com/media/EQFVYgrU8AAxEmE.jpg ,tweet,
1225354428196233216,mercedesravina,2020-02-06T09:43:56.000Z,"2/6/2020, 1:43:56 AM",Twitter for iPhone,0,0,es,"Venta de Chalet en Roche. 
Conil, Cádiz.
Ver chalet: https://t.co/8zxwQ9oHq9 https://t.co/MG6IkJDLuq",,,,,photo,https://pbs.twimg.com/media/EQFVWf_W4AECwmc.jpg https://pbs.twimg.com/media/EQFVWgbU8AEA6xY.jpg https://pbs.twimg.com/media/EQFVWgrU4AEW5US.jpg https://pbs.twimg.com/media/EQFVWgOWkAAVAEC.jpg ,tweet,
1225354368070901760,hamad6111,2020-02-06T09:43:41.000Z,"2/6/2020, 1:43:41 AM",Twitter for Android,0,0,ar,@stcpay_ksa سخافه عاليه الجوده من STC,,,,,,,reply,
1225354217805819904,juulz_stc,2020-02-06T09:43:06.000Z,"2/6/2020, 1:43:06 AM",Twitter for iPhone,1,0,pt,"ainda bem q n me viu, e se me falasse tmb ia lhe tirar satisfações, vc q é stora ta atrasar 20 min ???? Sai. 🤣",,,,,,,tweet,
1225354108485369856,AEPishere,2020-02-06T09:42:40.000Z,"2/6/2020, 1:42:40 AM",Twitter for iPhone,0,10,in,RT @kumparan : Crew McDonald's tersebut sudah mengakui perbuatannya dan mengundurkan diri. https://t.co/byKNBSdOGW,,,,,,,retweet,1225346667659943936
1225354095046717441,musiclover_stc,2020-02-06T09:42:36.000Z,"2/6/2020, 1:42:36 AM",Twitter for Android,0,21,ja,"RT @GawGaw029GawGaw : 爆誕祭のライブビューイング、新宿バルト9が当たっていましたが、行けなくなってしまいました😢
もう発券済みだし、映画館での最前列という とても見にくそうな席だし、1枚だけだけど、  
どなかたか 行きたいかた いらっしゃいますか？",,,,,,,retweet,1225188041142067201
1225354071739113472,hamadol,2020-02-06T09:42:31.000Z,"2/6/2020, 1:42:31 AM",Twitter for iPhone,0,6,ar,"RT @DiwanQadsawi : #شكراً لـ يوسف الكندري عضو المكتب التنفيذي في #ديوان_قدساوي على دعمه وتوفير أعلام #القادسية في مباراة اليوم والتي تجمع #القادسيه_الكويت ضمن دوري stc الممتاز.
@ashahbander89 https://t.co/gcuVwy2Q1y",,,,,,,retweet,1225345626805764096
1225354065116352514,sZ5Up0NalRkPCgU,2020-02-06T09:42:29.000Z,"2/6/2020, 1:42:29 AM",Twitter for Android,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225354001983643648,KruegerSusanna,2020-02-06T09:42:14.000Z,"2/6/2020, 1:42:14 AM",Twitter Web App,1,0,de,Die Kämpfe im Nordwesten Syriens eskalieren. Die syrischen #Kinder erleben täglich wie Bomben und Granaten einschlagen. Gemeinsam mit 8 NGOs fordern wir @stc_de eine sofortige Waffenruhe! Alle Konfliktparteien müssen das humanitäre Völkerrecht respektieren.#KeinKrieggegenKinder https://t.co/V6wOTSRCVn,,,,,photo,https://pbs.twimg.com/media/EQFU9_6VAAAUbs7.jpg ,tweet,
1225353982777774082,julioMrizki,2020-02-06T09:42:10.000Z,"2/6/2020, 1:42:10 AM",Twitter Web App,0,10,in,RT @kumparan : Crew McDonald's tersebut sudah mengakui perbuatannya dan mengundurkan diri. https://t.co/byKNBSdOGW,,,,,,,retweet,1225346667659943936
1225353972870983680,Zulfi55522893,2020-02-06T09:42:07.000Z,"2/6/2020, 1:42:07 AM",Twitter Web App,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225353965899939840,MajalahInternet,2020-02-06T09:42:06.000Z,"2/6/2020, 1:42:06 AM",Twitter Web App,0,10,in,RT @kumparan : Crew McDonald's tersebut sudah mengakui perbuatannya dan mengundurkan diri. https://t.co/byKNBSdOGW,,,,,,,retweet,1225346667659943936
1225353922870566913,musiclover_stc,2020-02-06T09:41:55.000Z,"2/6/2020, 1:41:55 AM",Twitter for Android,1,0,ja,@reiko72314296 ねー！(•́ε•̀;ก)💦どゆことなんしょうかぁ～！,,,,,,,reply,
1225353892680097793,Lo0olSky,2020-02-06T09:41:48.000Z,"2/6/2020, 1:41:48 AM",Twitter for Android,0,5,ar,"RT @SSLSIP : الاجابةهنا لتحديد موقعك التقريبي لتواجدك📶📲
لهذا انصح لخصوصيتك عند تصوير بيانك الاشارة لهاتفك وارسالها بتويتر اوغيره بهدف تحليل قوة الاشارة احذف قيمة MNC LAC MCC CELLID لوكانت مكتوبة بالصورة وكذلكIP وIMEI بخصوص قيمةPLMN تعبر عن اسم الشريحة اذSTCاوغيرها 
https://t.co/t1FtgRLjCT https://t.co/V3iYZfckJc https://t.co/doMnjj5pJE",,,,,,,retweet,1225344204102082560
1225353809859416064,juulz_stc,2020-02-06T09:41:28.000Z,"2/6/2020, 1:41:28 AM",Twitter for iPhone,0,0,pt,"sinceramente eu a pensar q tou bem late, nao e que apanho o mm bus q a stora ? ela tmb ta bem atrasada 😂😂😂",,,,,,,tweet,
1225353804209688576,Al9Fahad,2020-02-06T09:41:27.000Z,"2/6/2020, 1:41:27 AM",Twitter for iPhone,0,0,ar,رفعت شكوى على stc بسبب ضعف النت بالاستراحة وارسلوا لي تعويض 5 ريال وهيئة الاتصالات قفلت الشكوى يلعنم الغرابة @CITC_SA,,,,,,,tweet,
1225353795724619776,kay2kid,2020-02-06T09:41:25.000Z,"2/6/2020, 1:41:25 AM",Twitter for Android,0,0,ar,"@stc_ksa وصلولي خط تلفون لبيتي اول واشترك معكم ١٠٠٠ ميجا
قاعد اعاني بالشرايح لان مو راضين تجيبولي حتى خط نحاسي",,,,,,,reply,
1225353787134574592,GretaThunbergz,2020-02-06T09:41:23.000Z,"2/6/2020, 1:41:23 AM",Twitter for iPhone,0,49,en,"RT @siemensindustry : Downtime is the enemy of #productivity, especially in automotive #mfg with its dependencies in production lines. Industrial Edge provides quick analysis right on the shop floor and feeds all relevant data to overlaying IT systems. Learn more: https://t.co/PSEhGHoO5p https://t.co/jwzp1rZwiy",,,,,,,retweet,1201438697545179137
